variable,cf_category,category,age,label,block,hyp,ipw_var,ipw_pooled1,ipw_pooled2,ipw_pooled3,ipw_pooled4,only_abc,only_care
bmi2y,Childhood Health,Childhood and Adolescence Physical Health,2,Body Mass Index (BMI),bmi_child,-,,,,,,0,0
bmi2y6m,Childhood Health,Childhood and Adolescence Physical Health,2.5,Body Mass Index (BMI),bmi_child,-,bmi2y6m,apgar1,apgar5,cohort,,1,0
bmi3y,Childhood Health,Childhood and Adolescence Physical Health,3,Body Mass Index (BMI),bmi_child,-,bmi3y,hrabc_index,apgar1,cohort,,1,0
bmi4y,Childhood Health,Childhood and Adolescence Physical Health,4,Body Mass Index (BMI),bmi_child,-,,,,,,0,0
bmi5y,Childhood Health,Childhood and Adolescence Physical Health,5,Body Mass Index (BMI),bmi_child,-,,,,,,0,0
bmi8y,Childhood Health,Childhood and Adolescence Physical Health,8,Body Mass Index (BMI),bmi_child,-,,,,,,0,0
hospitl7,Childhood Health,Childhood Health Problems,12,Ever Hospitalized for Over 1 Week,health_prob_child,-,hospitl7,hrabc_index,apgar5,cohort,,0,0
chsick7,Childhood Health,Childhood Health Problems,12,Has Health Problems,health_prob_child,-,chsick7,hrabc_index,apgar1,cohort,,0,0
si21y_hlthins,Adult Health,Health Insurance,21,Has Health Insurance,health_insurance,+,,,,,,0,0
si30y_hlthins,Adult Health,Health Insurance,30,Has Health Insurance,health_insurance,+,,,,,,0,0
si34y_hlthins,Adult Health,Health Insurance,Mid-30s,Has Health Insurance,health_insurance,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
sint30_078,Adult Health,Other Health-Related Information,30,How Subject Thinks of Own Weight,physical health,-,,,,,,0,0
sint30_023,Adult Health,Other Health-Related Information,30,Physical/Nervous Condition Prevents Work,physical health,-,,,,,,0,0
poorhlth,Adult Health,Other Health-Related Information,Mid-30s,Number of Days Poor Health Stop Activities in Past 30 Days,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
physhlth,Adult Health,Other Health-Related Information,Mid-30s,Number of Days Unhealthy in Past 30 Days,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
QLHLTH2,Adult Health,Other Health-Related Information,Mid-30s,Number of Days Very Healthy in Past 30 Days,physical health,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
PAINACT2,Adult Health,Other Health-Related Information,Mid-30s,Number of Days in Pain in Past 30 Days,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_dyslipid,Adult Health,Cholesterol,Mid-30s,Dyslipidemia,cholesterol,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_chol_hdl,Adult Health,Cholesterol,Mid-30s,High-Density Lipoprotein Chol. (mg/dL),cholesterol,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
si30y_hprob_allergy,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Allergies or fever,current_health,-,,,,,,0,0
si30y_hprob_anemia,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Simple anemia,current_health,-,,,,,,0,0
si30y_hprob_asthma,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Asthma,current_health,-,,,,,,0,0
si30y_hprob_bloodpr ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,High blood pressure,current_health,-,,,,,,0,0
si30y_hprob_cancer ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Cancer,current_health,-,,,,,,0,0
si30y_hprob_cerbplsy ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Cerebral palsy,current_health,-,,,,,,0,0
si30y_hprob_cystic ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Cystic fibrosis,current_health,-,,,,,,0,0
si30y_hprob_diabetes ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Diabetes,current_health,-,,,,,,0,0
si30y_hprob_gastro ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Chronic gastrointestinal conditions,current_health,-,,,,,,0,0
si30y_hprob_hear ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Hearing problems or deafness,current_health,-,,,,,,0,0
si30y_hprob_hiv ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,HIV or AIDS,current_health,-,,,,,,0,0
si30y_hprob_infert,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Infertility,current_health,-,,,,,,0,0
si30y_hprob_kidney ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Kidney disease,current_health,-,,,,,,0,0
si30y_hprob_memory ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Problems with memory or mental confusion,current_health,-,,,,,,0,0
si30y_hprob_mental,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Mental health conditions,current_health,-,,,,,,0,0
si30y_hprob_orthop ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,"Chronic orthopedic, bone, or joint problems",current_health,-,,,,,,0,0
si30y_hprob_other ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Other condition requiring medical specialists,current_health,-,,,,,,0,0
si30y_hprob_othheart ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Chronic heart condition,current_health,-,,,,,,0,0
si30y_hprob_othresp ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Other chronic respiratory,current_health,-,,,,,,0,0
si30y_hprob_preg ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Pregnancy problems,current_health,-,,,,,,0,0
si30y_hprob_seizure ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,"Epilepsy, convulsions, or seizures",current_health,-,,,,,,0,0
si30y_hprob_sickle ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Sicle cell anemia,current_health,-,,,,,,0,0
si30y_hprob_sleep ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Trouble sleeping,current_health,-,,,,,,0,0
si30y_hprob_std ,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Any STDs,current_health,-,,,,,,0,0
si30y_hprob_stroke,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Stroke,current_health,-,,,,,,0,0
si30y_hprob_vision,Adult Health,Current Health Condition at Age 30 (Self-Reported),30,Visual problems even with glasses,current_health,-,,,,,,0,0
si34y_hprob_orthop,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Arthritis or Generative Disease,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_asthma,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Asthma,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_cancer,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Cancer,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_memory,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Dementia,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_diabetes,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Diabetes,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_heartatt,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Heart Attack,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_othheart,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Heart Attack or Coronary Disease,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_bloodpr,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,High Blood Pressure (Hypertension),physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_chol,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,High Cholesterol,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_sickle,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Sickle Cell Anemia,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_stroke,Adult Health,Current Health Condition Mid-30s (Self-Reported),Mid-30s,Stroke,physical health,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_diab,Adult Health,Diabetes,Mid-30s,Diabetes,diabetes,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hemoglobin,Adult Health,Diabetes,Mid-30s,Hemoglobin Level (\%),diabetes,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_prediab,Adult Health,Diabetes,Mid-30s,Prediabetes,diabetes,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
alc_t,Adult Health,Drug Behavior and ASR Substance Scale,30,ASR Substance Use Scale: Alcohol,asr_risk,-,,,,,,0,0
drug_t,Adult Health,Drug Behavior and ASR Substance Scale,30,ASR Substance Use Scale: Drugs,asr_risk,-,,,,,,0,0
ms_t,Adult Health,Drug Behavior and ASR Substance Scale,30,ASR Substance Use Scale: Mean Substance Abuse,asr_risk,-,,,,,,0,0
tob_t,Adult Health,Drug Behavior and ASR Substance Scale,30,ASR Substance Use Scale: Tobacco,asr_risk,-,,,,,,0,0
si30y_crack_num,Adult Health,Drug Behavior and ASR Substance Scale,30,Cocaine: Number of Times Used Crack Cocaine,asr_risk,-,,,,,,0,0
si30y_coc_ever_reg,Adult Health,Drug Behavior and ASR Substance Scale,30,Cocaine: Smokes Reguarly,asr_risk,-,,,,,,0,0
si30y_coc_num,Adult Health,Drug Behavior and ASR Substance Scale,30,Cocaine: Times Used,asr_risk,-,,,,,,0,0
si21y_risk32,Adult Health,Drug Behavior and ASR Substance Scale,21,Cocaine: Times Used in Past 30 Days,asr_risk,-,,,,,,0,0
si30y_marj_reg,Adult Health,Drug Behavior and ASR Substance Scale,30,Marijuana: Smokes Regularly,asr_risk,-,,,,,,0,0
si34y_marj_reg,Adult Health,Drug Behavior and ASR Substance Scale,Mid-30s,Marijuana: Smokes Regularly,asr_risk,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si30y_marj_num,Adult Health,Drug Behavior and ASR Substance Scale,30,Marijuana: Times Used,asr_risk,-,,,,,,0,0
si21y_risk29,Adult Health,Drug Behavior and ASR Substance Scale,21,Marijuana: Times Used in Past 30 Days,asr_risk,-,,,,,,0,0
si30y_marj_freq,Adult Health,Drug Behavior and ASR Substance Scale,30,Marijuana: Times Used in Past 30 Days,asr_risk,-,,,,,,0,0
si21y_risk34,Adult Health,Drug Behavior and ASR Substance Scale,21,Times Used Other Illegal Drugs in Past 30 Days,asr_risk,-,,,,,,0,0
si34y_dia_bp,Adult Health,Hypertension,Mid-30s,Diastolic Blood Pressure (mm Hg),hypertension,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_sys_bp,Adult Health,Hypertension,Mid-30s,Systolic Blood Pressure (mm Hg),hypertension,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_prehyper,Adult Health,Hypertension,Mid-30s,Prehypertension,hypertension,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hyper,Adult Health,Hypertension,Mid-30s,Hypertension,hypertension,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_ALT,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,ALT,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_AST,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,AST,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_ALB,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Albumin,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_ALB_GLOB,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Albumin/Globulin Ratio,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_ALKPHOS,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Alkaline Phosp,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_BILI,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Bilirubin,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_CA,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Calcium,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_CO2,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Carbon Dioxide,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_CL,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Chloride,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_CREAT,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Creatinine,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_GLOB,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Globulin,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_GLUCOSE,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Glucose,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_K,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Potassium,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_PROT,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Protein,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_NA,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Sodium,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CMP_UREA,Adult Health,Laboratory Test  - Metabolic Panel,Mid-30s,Urea Nitrogen,lab_metabolic,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_BASO,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Basophils,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_EOSINO,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Eosinophils,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_HCT,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Hematocrit,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_HEMOG,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Hemoglobin,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_LYMPHO,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Lymphocytes,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_MCV,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Mean Cell Volum,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_MCHC,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Mean Hb Concentration,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_MCH,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Mean Hemoglobin,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_MONO,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Monocytes,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_NEUTRO,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Neutrophils,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_PLATELET,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Platelets,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_RDW,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Red Cell Width,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_RED,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,Red Cells,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
CBC_WHITE,Adult Health,Laboratory Test - Complete Blood Count,Mid-30s,White Cells,lab_count,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_obese_whr,Adult Health,Obesity,Mid-30s,Abdominal Obesity,obesity,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_fram_p1,Adult Health,Obesity,Mid-30s,Framingham Risk Score,obesity,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_bmi,Adult Health,Obesity,Mid-30s,Measured BMI,obesity,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_obese,Adult Health,Obesity,Mid-30s,Obesity,obesity,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_sev_obese,Adult Health,Obesity,Mid-30s,Severe Obesity,obesity,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_whr,Adult Health,Obesity,Mid-30s,Waist-hip Ratio,obesity,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_othheart_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Angina/Coronary Heart Disease,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
HAVARTH2,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Arthritis/Gout/Lupus/Fibromyalgia,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_orthop_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Arthritus or Generative Disease,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_asthma_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Asthma,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_cancer_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Cancer,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_diabetes_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Diabetes,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_heartatt_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Heart Attack,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_bloodpr_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: High Blood Pressure,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_chol_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: High Cholesterol,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PREDIAB1_R,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Prediabetes,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_sickle_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Sickle Cell Anemia,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_stroke_p,Adult Health,Past Medical History - Diagnosis (Self-Reported),Mid-30s,Ever Told Had: Stroke,health_told,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSH_APPEN,Adult Health,Past Medical History - Surgery (Self-Reported),Mid-30s,Past Surgery: Appendectomy,health_surgery,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSH_CHOLEC,Adult Health,Past Medical History - Surgery (Self-Reported),Mid-30s,Past Surgery: Cholecystectomy,health_surgery,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSH_ECT,Adult Health,Past Medical History - Surgery (Self-Reported),Mid-30s,Past Surgery: Ectopic Pregnancy,health_surgery,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSH_HYST,Adult Health,Past Medical History - Surgery (Self-Reported),Mid-30s,Past Surgery: Hysterectomy,health_surgery,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSH_ORTHO,Adult Health,Past Medical History - Surgery (Self-Reported),Mid-30s,Past Surgery: Orthopedic Surgery,health_surgery,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si21y_phys_days,Adult Health,Physical Activity,21,Days Per Week of Physical Activity,physical_activity,+,,,,,,0,0
si34y_phys_days,Adult Health,Physical Activity,Mid-30s,Days Per Week of Physical Activity,physical_activity,+,si34y_time,apgar1,apgar5,prem_birth,,0,0
modpact,Adult Health,Physical Activity,Mid-30s,Do Moderate Activities At Least 10 Minute at a Time,physical_activity,+,modpact,m_ed0y,apgar1,apgar5,,0,0
modpatimhrs,Adult Health,Physical Activity,Mid-30s,Hours Per Day Moderate Activity,physical_activity,+,modpatimhrs,hrabc_index,apgar1,cohort,,0,0
modpaday,Adult Health,Physical Activity,Mid-30s,Days Per Week of Moderate Activity,physical_activity,+,modpaday,hrabc_index,apgar1,cohort,,0,0
vigpact,Adult Health,Physical Activity,Mid-30s,Do Vigorous Activities At Least 10 Minute at a Time,physical_activity,+,vigpact,m_ed0y,hrabc_index,apgar1,,0,0
vigpatimhrs,Adult Health,Physical Activity,Mid-30s,Hours Per Day Vigorous Activity,physical_activity,+,vigpatimhrs,m_ed0y,apgar1,cohort,,0,0
vigpaday,Adult Health,Physical Activity,Mid-30s,Days Per Week Vigorous Activity,physical_activity,+,vigpaday,m_ed0y,apgar1,cohort,,0,0
jobactiv,Adult Health,Physical Activity,Mid-30s,Level of Activity at Work,physical_activity,+,jobactiv,m_ed0y,apgar1,apgar5,,0,0
PE_HYD,Adult Health,Physical Exam - General I,Mid-30s,Hydration,phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_NUT,Adult Health,Physical Exam - General I,Mid-30s,Nutrition,phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_ORIENT,Adult Health,Physical Exam - General I,Mid-30s,Orientation,phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_POST,Adult Health,Physical Exam - General I,Mid-30s,Posture,phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_PULSE,Adult Health,Physical Exam - General I,Mid-30s,Pulse,phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_RESP,Adult Health,Physical Exam - General I,Mid-30s,Respirations,phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_TEMP,Adult Health,Physical Exam - General I,Mid-30s,Temp (F),phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_VOICE,Adult Health,Physical Exam - General I,Mid-30s,Voice,phys_gen_i,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_CARDIO,Adult Health,Physical Exam - General II,Mid-30s,Cardiovascular General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_CHGEN,Adult Health,Physical Exam - General II,Mid-30s,Chest and Lung General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_BREAST,Adult Health,Physical Exam - General II,Mid-30s,Breast General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_HEAD,Adult Health,Physical Exam - General II,Mid-30s,Head General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_JOINT,Adult Health,Physical Exam - General II,Mid-30s,Musculoskeletal General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_NECK,Adult Health,Physical Exam - General II,Mid-30s,Neck General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_NEURO,Adult Health,Physical Exam - General II,Mid-30s,Neurologic General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_NOSE,Adult Health,Physical Exam - General II,Mid-30s,Nose General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_SKIN,Adult Health,Physical Exam - General II,Mid-30s,Skin General,phys_gen_ii,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_AUD,Adult Health,Physical Exam - Ear,Mid-30s,Ear: Auditory Canal,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_MAST,Adult Health,Physical Exam - Ear,Mid-30s,Ear: Mastoid,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_PINNA,Adult Health,Physical Exam - Ear,Mid-30s,Ear: Pinna,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_TYMP,Adult Health,Physical Exam - Ear,Mid-30s,Ear: Tympanic Membrane,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_EYEBALL,Adult Health,Physical Exam - Ear,Mid-30s,Eye: Eyeball,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_FUNDI,Adult Health,Physical Exam - Ear,Mid-30s,Eye: Fundi,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_PUPIL,Adult Health,Physical Exam - Ear,Mid-30s,Eye: Pupil,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_SCLERA,Adult Health,Physical Exam - Ear,Mid-30s,Eye: Sclera/Conjunctiva,phys_ear,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_AUS,Adult Health,Physical Exam (Part II),Mid-30s,Abdomen: Auscultation,physical_abdomen,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_ABD,Adult Health,Physical Exam (Part II),Mid-30s,Abdomen: Inspection,physical_abdomen,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_PALP,Adult Health,Physical Exam (Part II),Mid-30s,Abdomen: Palpation/Percussion,physical_abdomen,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_LAXI,Adult Health,Physical Exam (Part II),Mid-30s,Lymphatic: General Axillary Region,phys_lymph,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_LFEM,Adult Health,Physical Exam (Part II),Mid-30s,Lymphatic: General Femoral and Inguinal Lymphatics,phys_lymph,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_LHEAD,Adult Health,Physical Exam (Part II),Mid-30s,Lymphatic: General Head and Neck,phys_lymph,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_FLMOUTH,Adult Health,Physical Exam (Part II),Mid-30s,Mouth and Throat: Floor of Mouth,phys_mouth,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_LOWTEETH,Adult Health,Physical Exam (Part II),Mid-30s,Mouth and Throat: Lower Teeth,phys_mouth,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_ORO,Adult Health,Physical Exam (Part II),Mid-30s,Mouth and Throat: Oropharynx,phys_mouth,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_TONSIL,Adult Health,Physical Exam (Part II),Mid-30s,Mouth and Throat: Tonsils,phys_mouth,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_UPTEETH,Adult Health,Physical Exam (Part II),Mid-30s,Mouth and Throat: Upper Teeth,phys_mouth,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_BSTEM,Adult Health,Physical Exam (Part II),Mid-30s,Muscle Strength: Brainstem Reflexes,phys_muscle,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_COORD,Adult Health,Physical Exam (Part II),Mid-30s,Muscle Strength: Coordination,phys_muscle,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_GAIT,Adult Health,Physical Exam (Part II),Mid-30s,Muscle Strength: Gait,phys_muscle,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_LOEX,Adult Health,Physical Exam (Part II),Mid-30s,Muscle Strength: Lower Extremities,phys_muscle,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_REFL,Adult Health,Physical Exam (Part II),Mid-30s,Muscle Strength: Reflexes,phys_muscle,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
